"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2012-03-27",86.597145,88.040001,86.580002,87.78286,151782400,76.379951
"2012-03-28",88.339996,88.778572,87.187141,88.23143,163865100,76.770241
"2012-03-29",87.540001,88.080002,86.747147,87.122856,152059600,75.805679
"2012-03-30",86.96714,87.222855,85.419998,85.650002,182759500,74.524162
"2012-04-02",85.975716,88.395714,85.76857,88.375717,149587900,76.895775
"2012-04-03",89.614288,90.315712,88.93,89.902855,208639900,78.224541
"2012-04-04",89.192856,89.408569,88.14286,89.187141,143245200,77.601814
"2012-04-05",89.568573,90.665718,89.057144,90.525711,160324500,78.76651
"2012-04-09",89.447144,91.405716,89.328575,90.889999,149384200,79.083466
"2012-04-10",91.418571,92,89.428574,89.777145,222431300,78.115189
"2012-04-11",90.885712,90.98143,89.048569,89.457146,174153700,77.836761
"2012-04-12",89.285713,90.190002,88.64286,88.96714,153584200,77.410393
"2012-04-13",89.158569,89.242859,86.215714,86.461426,214911200,75.230179
"2012-04-16",87.151428,87.182854,82.60714,82.875717,262696700,72.110222
"2012-04-17",82.705711,87.14286,81.701431,87.099998,256382000,75.785782
"2012-04-18",87.674286,88.60714,86.101425,86.905716,238632800,75.616753
"2012-04-19",85.745712,86.389999,83.502853,83.919998,208679800,73.01889
"2012-04-20",84.482857,84.945717,81.488571,81.854286,257746300,71.221497
"2012-04-23",81.515717,82.381432,79.517143,81.671425,241632300,71.062386
"2012-04-24",80.372856,81.098572,79.285713,80.040001,269037300,69.642883
"2012-04-25",87.94857,88.285713,86.571426,87.14286,226444400,75.823074
"2012-04-26",87.752853,87.812859,86.01857,86.814285,134017100,75.537201
"2012-04-27",86.438568,86.597145,85.785713,86.14286,101680600,74.952972
"2012-04-30",85.400002,85.485718,83.285713,83.425713,126536200,72.588791
"2012-05-01",83.557144,85.251427,83.03286,83.16143,152749800,72.358841
"2012-05-02",82.891426,83.914284,82.694283,83.711426,106847300,72.837395
"2012-05-03",84.35714,84.485718,82.900002,83.117142,97637400,72.32029
"2012-05-04",82.440002,82.622856,80.738571,80.75,132498100,70.260635
"2012-05-07",80.214287,81.824287,80.175713,81.354286,115029600,70.786446
"2012-05-08",81.368568,81.64286,79.818573,81.168571,124313000,70.624855
"2012-05-09",80.528572,81.997147,80.121429,81.311432,120176000,70.749161
"2012-05-10",82.082855,82.26857,81.205711,81.502853,83300000,70.915718
"2012-05-11",80.714287,82.067146,80.621429,80.958572,99886500,70.442146
"2012-05-14",80.367142,81.072861,79.657143,79.745712,88156600,69.386826
"2012-05-15",80.207146,80.459999,78.821426,79.024284,119084000,68.759087
"2012-05-16",79.150002,79.555717,77.291428,78.011429,140224000,67.877823
"2012-05-17",77.901428,78.214287,75.73143,75.73143,179305000,65.89399
"2012-05-18",76.279999,77.629997,74.597145,75.76857,183073100,65.926308
"2012-05-21",76.35714,80.220001,76.292854,80.182854,157776500,69.767181
"2012-05-22",81.364288,81.982857,78.940002,79.567146,173717600,69.231438
"2012-05-23",79.64286,81.828575,79.03286,81.508568,146224400,70.920677
"2012-05-24",82.267143,82.35714,80.175713,80.760002,124057500,70.269348
"2012-05-25",80.655716,80.835716,79.781425,80.327141,82126800,69.892731
"2012-05-29",81.557144,82,80.758568,81.752853,95127200,71.13324
"2012-05-30",81.314285,82.855713,80.937141,82.738571,132357400,71.990906
"2012-05-31",82.96286,83.071426,81.637146,82.53286,122918600,71.811905
"2012-06-01",81.308571,81.807144,80.074287,80.141426,130246900,69.73114
"2012-06-04",80.214287,81.071426,78.35714,80.612854,139248900,70.141327
"2012-06-05",80.181427,80.924286,79.761429,80.404289,97053600,69.959854
"2012-06-06",81.110001,81.978569,80.785713,81.637146,100363900,71.032585
"2012-06-07",82.470001,82.474289,81.5,81.674286,94941700,71.06488
"2012-06-08",81.657143,82.940002,81.285713,82.902855,86879100,72.133842
"2012-06-11",83.959999,84.071426,81.51857,81.595711,147816200,70.996506
"2012-06-12",82.065712,82.374283,80.957146,82.308571,108845100,71.616745
"2012-06-13",82.074287,82.639999,81.482857,81.737144,73395000,71.11953
"2012-06-14",81.605713,81.928574,81.03714,81.647141,86393300,71.04126
"2012-06-15",81.571426,82.08857,81.364288,82.01857,83813800,71.364433
"2012-06-18",81.565712,83.984283,81.48143,83.682854,110103000,72.812531
"2012-06-19",83.342857,84.285713,83.300003,83.915718,90351100,73.015144
"2012-06-20",84.029999,84.178574,82.971428,83.677139,89735800,72.807579
"2012-06-21",83.634285,84.031425,82.491432,82.524284,81587800,71.804474
"2012-06-22",82.720001,83.169998,82.202858,83.157143,71117900,72.355103
"2012-06-25",82.471428,82.828575,81.48143,81.538574,76095600,70.946785
"2012-06-26",81.618568,82.07,81.047142,81.718575,69134100,71.103401
"2012-06-27",82.14286,82.391426,81.702858,82.071426,50749300,71.410423
"2012-06-28",81.667145,82,80.80143,81.292854,70709100,70.732979
"2012-06-29",82.571426,83.428574,82.035713,83.428574,105375200,72.591286
"2012-07-02",83.53286,84.781425,83.371429,84.645714,100023000,73.650322
"2012-07-03",84.982857,85.714287,84.85714,85.629997,60428200,74.506752
"2012-07-05",85.794289,87.762856,85.664284,87.134285,121095800,75.81562
"2012-07-06",86.727142,86.919998,85.940002,86.554283,104732600,75.310966
"2012-07-09",86.471428,87.699997,86.30143,87.69857,94851400,76.306618
"2012-07-10",88.281425,88.552856,86.472855,86.887146,127989400,75.600586
"2012-07-11",86.58857,86.808571,85.317146,86.347145,117330500,75.13073
"2012-07-12",85.748573,86.209999,84.668571,85.557144,107010400,74.443336
"2012-07-13",86.135712,86.741432,85.714287,86.424286,77856800,75.197861
"2012-07-16",86.445717,87.374283,86.431427,86.701431,75315100,75.439003
"2012-07-17",87.255714,87.35714,86.164284,86.705711,73406200,75.442734
"2012-07-18",86.655716,86.905716,86.222855,86.608574,63175000,75.358215
"2012-07-19",87.325714,87.907143,86.571426,87.760002,109215400,76.360062
"2012-07-20",87.575714,87.777145,86.242859,86.328575,99367800,75.114601
"2012-07-23",84.914284,86.557144,83.958572,86.261429,121993900,75.056145
"2012-07-24",86.76857,87.097145,85.501427,85.845711,141283100,74.694458
"2012-07-25",82.065712,82.971428,81.428574,82.138573,219328200,71.468849
"2012-07-26",82.822861,82.914284,81.480003,82.125717,101658200,71.457657
"2012-07-27",82.144287,83.690002,81.655716,83.594284,100984100,72.735458
"2012-07-30",84.417145,85.634285,83.974289,85.004288,94785600,73.962311
"2012-07-31",86.175713,87.385712,86.102859,87.251427,115581900,75.917549
"2012-08-01",87.987144,88.057144,86.14286,86.687141,96125400,75.426552
"2012-08-02",86.120003,87.241432,85.75,86.827141,83039600,75.548363
"2012-08-03",87.66143,88.28286,87.365715,87.957146,86230200,76.531601
"2012-08-06",88.184288,89.267143,87.894287,88.935715,75525800,77.383049
"2012-08-07",88.96714,89.285713,88.291428,88.701431,72611700,77.179199
"2012-08-08",88.484283,89.125717,88.157143,88.55143,61176500,77.048676
"2012-08-09",88.264282,88.818573,88.257141,88.675713,55410600,77.488098
"2012-08-10",88.387146,88.822861,88.385712,88.814285,48734700,77.609184
"2012-08-13",89.055717,90,89.035713,90,69708100,78.645302
"2012-08-14",90.267143,91.230003,90.029999,90.241432,85042300,78.85627
"2012-08-15",90.185715,90.571426,89.678574,90.118568,64335600,78.748901
"2012-08-16",90.172859,90.965714,90.071426,90.905716,63633500,79.436752
"2012-08-17",91.428574,92.598572,91.258568,92.587143,110690300,80.906044
"2012-08-20",92.858574,95.021431,92.842857,95.021431,153346200,83.033203
"2012-08-21",95.831429,96.41143,92.904289,93.722855,203179900,81.898483
"2012-08-22",93.488571,95.571426,92.587143,95.552856,141330700,83.497574
"2012-08-23",95.158569,95.699997,94.449997,94.66143,105032200,82.718636
"2012-08-24",94.215714,95.639999,93.650002,94.745712,109335100,82.792305
"2012-08-27",97.141426,97.267143,96.220001,96.525711,106752100,84.347717
"2012-08-28",96.425713,96.585716,95.809998,96.400002,66854200,84.237877
"2012-08-29",96.464287,96.809998,96.085716,96.209999,50701700,84.071815
"2012-08-30",95.805717,95.935715,94.692856,94.83857,75674900,82.873436
"2012-08-31",95.321426,95.514282,93.89286,95.034286,84580300,83.044464
"2012-09-04",95.108574,96.44857,94.928574,96.424286,91973000,84.259094
"2012-09-05",96.510002,96.621429,95.657143,95.747147,84093800,83.667366
"2012-09-06",96.167145,96.898575,95.828575,96.610001,97799100,84.421394
"2012-09-07",96.864288,97.497147,96.538574,97.205711,82416600,84.94194
"2012-09-10",97.207146,97.612854,94.585716,94.677139,121999500,82.732361
"2012-09-11",95.015717,95.728569,93.785713,94.370003,125995800,82.463966
"2012-09-12",95.264282,95.699997,93.714287,95.684288,178058300,83.612457
"2012-09-13",96.767143,97.928574,96.395714,97.568573,149590000,85.259003
"2012-09-14",98.565712,99.568573,98.269997,98.754288,150118500,86.295128
"2012-09-17",99.907143,99.971428,99.230003,99.968575,99507800,87.356209
"2012-09-18",99.982857,100.332855,99.488571,100.272858,93375800,87.622108
"2012-09-19",100.03714,100.57,99.938568,100.300003,81718700,87.645813
"2012-09-20",99.879997,100.008568,99.08857,99.814285,84142100,87.221397
"2012-09-21",100.344284,100.724289,99.908569,100.012856,142897300,87.39492
"2012-09-24",98.122856,99.302856,97.571426,98.684288,159941600,86.233955
"2012-09-25",98.322861,98.968575,96.14286,96.220001,129697400,84.080582
"2012-09-26",95.534286,96.098572,94.457146,95.025711,144125800,83.036949
"2012-09-27",94.898575,97.452858,94.335716,97.331429,148522500,85.051788
"2012-09-28",96.964287,97.30143,95.25,95.300003,133777700,83.276634
"2012-10-01",95.879997,96.678574,93.785713,94.19857,135898700,82.314178
"2012-10-02",94.544289,95.192856,92.949997,94.472855,156998100,82.553856
"2012-10-03",94.980003,95.980003,94.66143,95.921425,106070300,83.819672
"2012-10-04",95.89286,96.321426,95.078575,95.257141,92681400,83.239174
"2012-10-05",95.028572,95.14286,93.040001,93.227142,148501500,81.465286
"2012-10-08",92.41143,92.508568,90.872856,91.167145,159498500,79.665184
"2012-10-09",91.235718,91.498573,89.078575,90.835716,209649300,79.37558
"2012-10-10",91.391426,92.139999,91,91.558571,127589000,80.007248
"2012-10-11",92.35714,92.457146,89.728569,89.728569,136520300,78.408127
"2012-10-12",89.937141,90.76857,89.328575,89.958572,115003700,78.6091
"2012-10-15",90.335716,90.732857,89.121429,90.68,108125500,79.239525
"2012-10-16",90.767143,92.900002,90.14286,92.827141,137442900,81.115761
"2012-10-17",92.695717,93.255714,92,92.087143,97259400,80.469109
"2012-10-18",91.370003,91.722855,90,90.377144,119156100,78.974846
"2012-10-19",90.150002,90.252853,87.08857,87.120003,186021500,76.128654
"2012-10-22",87.488571,90.76857,87.251427,90.575714,136682700,79.148384
"2012-10-23",90.14286,90.557144,87.385712,87.622856,176786400,76.568062
"2012-10-24",88.777145,89.507141,87.234283,88.118568,139631800,77.001244
"2012-10-25",88.571426,88.85714,86.507141,87.077141,164081400,76.091209
"2012-10-26",87.061432,87.714287,84.428574,86.285713,254608200,75.39962
"2012-10-31",84.982857,85.994286,83.957146,85.045715,127500800,74.316071
"2012-11-01",85.459999,86.14286,84.881432,85.220001,90324500,74.468384
"2012-11-02",85.127144,85.278572,82.10714,82.400002,149843400,72.00412
"2012-11-05",83.360001,83.96714,82.514282,83.517143,132283900,72.980354
"2012-11-06",84.318573,84.391426,82.870003,83.264282,93729300,72.759407
"2012-11-07",81.977142,82.077141,79.39286,79.714287,198412200,69.975441
"2012-11-08",80.089996,80.318573,76.470001,76.821426,264036500,67.435959
"2012-11-09",77.202858,79.26857,76.245712,78.151428,232478400,68.6035
"2012-11-12",79.164284,79.214287,76.949997,77.547142,128950500,68.073044
"2012-11-13",76.987144,78.639999,76.622856,77.557144,133237300,68.08181
"2012-11-14",77.928574,78.207146,76.597145,76.697144,119292600,67.326889
"2012-11-15",76.790001,77.071426,74.660004,75.08857,197477700,65.914833
"2012-11-16",75.028572,75.714287,72.25,75.382858,316723400,66.173149
"2012-11-19",77.244286,81.071426,77.125717,80.818573,205829400,70.944801
"2012-11-20",81.701431,81.707146,79.225716,80.129997,160688500,70.340355
"2012-11-21",80.60714,81.052856,79.514282,80.242859,93250500,70.439415
"2012-11-23",81.024284,81.714287,80.371429,81.64286,68206600,71.668404
"2012-11-26",82.271431,84.285713,81.958572,84.218575,157644900,73.929398
"2012-11-27",84.221428,84.345711,82.871429,83.540001,133332500,73.33374
"2012-11-28",82.46714,83.685715,81.751427,83.277145,130216100,73.103004
"2012-11-29",84.317146,84.89286,83.60714,84.194283,128674700,73.908081
"2012-11-30",83.827141,84.057144,83.239998,83.611427,97829900,73.396439
"2012-12-03",84.807144,84.941429,83.64286,83.741432,91070000,73.510567
"2012-12-04",83.114288,83.114288,81.732857,82.264282,139267100,72.213882
"2012-12-05",81.272858,81.321426,76.96714,76.970001,261159500,67.566399
"2012-12-06",75.562859,79.044289,74.089996,78.177139,294303100,68.626076
"2012-12-07",79.057144,79.314285,75.714287,76.178574,196760200,66.871666
"2012-12-10",75,76.93,74.511429,75.688568,157621100,66.441528
"2012-12-11",77.110001,78.508568,76.767143,77.341431,148086400,67.892464
"2012-12-12",78.252853,78.285713,76.610001,77,121786000,67.592758
"2012-12-13",75.878571,76.805717,75.114288,75.669998,156314900,66.425201
"2012-12-14",73.535713,74.01857,72.225716,72.827141,252394800,63.92968
"2012-12-17",72.704285,74.285713,71.604286,74.118568,189401800,65.063339
"2012-12-18",75,76.414284,74.321426,76.271431,156421300,66.953171
"2012-12-19",75.924286,76.242859,75.071426,75.187141,112342300,66.001366
"2012-12-20",75.714287,75.742859,74.125717,74.53286,120422400,65.426994
"2012-12-21",73.209999,74.238571,72.891426,74.190002,149067100,65.126045
"2012-12-24",74.335716,74.89286,74.101425,74.309998,43938300,65.231392
"2012-12-26",74.14286,74.208572,73.017143,73.285713,75609100,64.33223
"2012-12-27",73.362854,73.75,72.094284,73.580002,113780100,64.590576
"2012-12-28",72.898575,73.497147,72.58857,72.798569,88569600,63.904606
"2012-12-31",72.932854,76.485718,72.714287,76.024284,164873100,66.736229
"2013-01-02",79.117142,79.285713,77.375717,78.432854,140129500,68.850548
"2013-01-03",78.26857,78.524284,77.285713,77.442856,88241300,67.981491
"2013-01-04",76.709999,76.947144,75.118568,75.285713,148583400,66.087891
"2013-01-07",74.571426,75.614288,73.599998,74.842857,121039100,65.699158
"2013-01-08",75.601425,75.984283,74.464287,75.044289,114676800,65.875954
"2013-01-09",74.64286,75.001427,73.71286,73.871429,101901100,64.84639
"2013-01-10",75.507141,75.531425,73.645714,74.78714,150286500,65.650238
"2013-01-11",74.428574,75.045715,74.145714,74.328575,87626700,65.247704
"2013-01-14",71.811432,72.5,71.215714,71.678574,183551900,62.921452
"2013-01-15",71.185715,71.284286,69.054283,69.417145,219193100,60.936287
"2013-01-16",70.662857,72.777145,70.35714,72.298569,172701200,63.465691
"2013-01-17",72.901428,72.964287,71.718575,71.811432,113419600,63.038078
"2013-01-18",71.21714,71.745712,70.914284,71.428574,118230700,62.701996
"2013-01-22",72.080002,72.554283,70.947144,72.110001,115386600,63.300167
"2013-01-23",72.687141,73.57,72.110001,73.43,215377400,64.458878
"2013-01-24",65.714287,66.53286,64.321426,64.35714,365213100,56.49448
"2013-01-25",64.527145,65.175713,62.142857,62.84,302006600,55.162701
"2013-01-28",62.547142,64.744286,62.265713,64.261429,196379400,56.410473
"2013-01-29",65.5,65.742859,64.58857,65.46714,142789500,57.468884
"2013-01-30",65.285713,66.085716,64.928574,65.261429,104288800,57.288307
"2013-01-31",65.28286,65.611427,64.997147,65.07,79833600,57.120266
"2013-02-01",65.587143,65.639999,64.050003,64.802856,134871100,56.885754
"2013-02-04",64.844284,65.134285,63.142857,63.188572,119279300,55.468674
"2013-02-05",63.435715,65.677139,63.174286,65.405716,143336900,57.414951
"2013-02-06",65.209999,66.64286,64.654289,65.335716,148426600,57.353516
"2013-02-07",66.178574,67.14286,64.874283,66.888573,176145200,59.058853
"2013-02-08",67.714287,68.401428,66.89286,67.854286,158289600,59.911518
"2013-02-11",68.071426,69.277145,67.60714,68.561432,129372600,60.535877
"2013-02-12",68.501427,68.91143,66.82,66.842857,152263300,59.018475
"2013-02-13",66.744286,67.662857,66.174286,66.715714,118801900,58.906216
"2013-02-14",66.360001,67.377144,66.288574,66.655716,88818800,58.853249
"2013-02-15",66.978569,67.165718,65.702858,65.737144,97936300,58.042206
"2013-02-19",65.871429,66.104286,64.835716,65.71286,108945900,58.020763
"2013-02-20",65.384285,65.384285,64.114288,64.121429,119075600,56.615623
"2013-02-21",63.714287,64.167145,63.259998,63.722858,111795600,56.263714
"2013-02-22",64.178574,64.514282,63.799999,64.401428,82663700,56.862831
"2013-02-25",64.835716,65.017143,63.224285,63.257141,93144800,55.852501
"2013-02-26",63.402859,64.505714,62.522858,64.138573,125374900,56.630756
"2013-02-27",64.061432,64.634285,62.950001,63.509998,146837600,56.075764
"2013-02-28",63.435715,63.98143,63.057144,63.057144,80628800,55.675922
"2013-03-01",62.57143,62.597141,61.425713,61.495716,138112100,54.297264
"2013-03-04",61.114285,61.171429,59.857143,60.007141,145688900,52.982929
"2013-03-05",60.21143,62.169998,60.107143,61.591427,159608400,54.381771
"2013-03-06",62.072857,62.17857,60.632858,60.808571,115062500,53.690552
"2013-03-07",60.642857,61.715714,60.151428,61.511429,117118400,54.311134
"2013-03-08",61.400002,62.204285,61.23,61.674286,97870500,54.454929
"2013-03-11",61.392857,62.715714,60.734287,62.552856,118559000,55.230663
"2013-03-12",62.228573,62.697144,61.081429,61.204285,116477900,54.03994
"2013-03-13",61.207142,62.07143,60.765713,61.192856,101387300,54.029842
"2013-03-14",61.832859,62.091427,61.492859,61.785713,75968900,54.55331
"2013-03-15",62.561428,63.46143,62.464287,63.380001,160990200,55.960979
"2013-03-18",63.064285,65.351425,63.028572,65.102859,151549300,57.482178
"2013-03-19",65.64286,65.852859,64.071426,64.927139,131693800,57.327007
"2013-03-20",65.345711,65.375717,64.227142,64.582855,77165200,57.023029
"2013-03-21",64.317146,65.425713,64.300003,64.675713,95813900,57.105022
"2013-03-22",64.940002,66.014282,64.730003,65.987144,98776300,58.262951
"2013-03-25",66.384285,67.135712,65.968575,66.225716,125283900,58.473579
"2013-03-26",66.491432,66.548569,65.790001,65.877144,73573500,58.165817
"2013-03-27",65.208572,65.257141,64.389999,64.582855,82809300,57.023029
"2013-03-28",64.260002,64.545715,63.08857,63.237144,110709900,55.834843
"2013-04-01",63.128571,63.385715,61.105713,61.272858,97433000,54.100498
"2013-04-02",61.085712,62.591427,60.914288,61.398571,132379800,54.211483
"2013-04-03",61.624287,62.468571,61.472858,61.712856,90804000,54.488991
"2013-04-04",61.965714,62.142857,60.75,61.102856,89611900,53.95039
"2013-04-05",60.642857,60.707142,59.954285,60.457142,95923800,53.380264
"2013-04-08",60.692856,61.07143,60.355713,60.887142,75207300,53.759933
"2013-04-09",60.908573,61.214287,60.392857,60.997143,76653500,53.857048
"2013-04-10",61.157143,62.437141,60.85857,62.241428,93982000,54.955688
"2013-04-11",61.959999,62.57,61.599998,62.047142,82091100,54.784145
"2013-04-12",62.021427,62.021427,61.298573,61.400002,59653300,54.212742
"2013-04-15",61,61.127144,59.935715,59.978573,79380000,52.95771
"2013-04-16",60.224285,60.944286,60.081429,60.89143,76442800,53.763706
"2013-04-17",60.03857,60.085712,56.872856,57.542858,236264000,50.80711
"2013-04-18",57.855713,57.970001,55.677143,56.007141,166574800,49.451168
"2013-04-19",55.424286,57.085712,55.014286,55.790001,152318600,49.259438
"2013-04-22",56.091427,57.457142,55.895714,56.952858,107480100,50.286175
"2013-04-23",57.712856,58.34,56.972858,58.01857,166059600,51.227139
"2013-04-24",56.220001,59.32143,56.07143,57.922855,242412800,51.14262
"2013-04-25",58.747143,59.134285,58.142857,58.34,96209400,51.510948
"2013-04-26",58.544285,59.824287,58.32143,59.599998,191024400,52.623451
"2013-04-29",60.064285,61.945713,60,61.445713,160081600,54.253109
"2013-04-30",62.157143,63.607143,61.724285,63.254284,172884600,55.849964
"2013-05-01",63.494286,63.561428,62.055714,62.755714,126727300,55.409767
"2013-05-02",63.111427,64.084282,62.947144,63.645714,105457100,56.195595
"2013-05-03",64.472855,64.747147,64.164284,64.28286,90325200,56.758148
"2013-05-06",65.101425,66.028572,64.901428,65.815712,124160400,58.11158
"2013-05-07",66.424286,66.535713,64.814285,65.522858,120938300,57.853008
"2013-05-08",65.577141,66.48143,65.115715,66.262856,118149500,58.506386
"2013-05-09",65.687141,66.14286,65.082855,65.252853,99621900,57.995953
"2013-05-10",65.424286,65.672859,64.354286,64.709999,83713000,57.513474
"2013-05-13",64.501427,65.414284,64.5,64.96286,79237200,57.738209
"2013-05-14",64.835716,65.028572,63.164288,63.408573,111779500,56.356773
"2013-05-15",62.737144,63,60.337143,61.264286,185403400,54.450962
"2013-05-16",60.462856,62.549999,59.842857,62.082859,150801000,55.178509
"2013-05-17",62.721428,62.869999,61.572857,61.894287,106976100,55.01091
"2013-05-20",61.701427,63.685715,61.442856,63.275715,112894600,56.238693
"2013-05-21",62.592857,63.639999,62.028572,62.808571,114005500,55.823502
"2013-05-22",63.435715,64.050003,62.602856,63.049999,110759600,56.03809
"2013-05-23",62.278572,63.737144,62.255714,63.162857,88255300,56.138401
"2013-05-24",62.978573,63.665714,62.908573,63.592857,69041700,56.520561
"2013-05-28",64.271431,64.444283,62.978573,63.062859,96536300,56.049515
"2013-05-29",62.857143,63.92857,62.771427,63.564285,82644100,56.495171
"2013-05-30",63.664288,64.928574,63.501427,64.511429,88379900,57.33699
"2013-05-31",64.64286,65.300003,64.214287,64.247147,96075700,57.102085
"2013-06-03",64.389999,64.622856,63.21143,64.388573,93088100,57.227791
"2013-06-04",64.745712,64.918571,63.912857,64.187141,73182200,57.048763
"2013-06-05",63.664288,64.388573,63.387142,63.587143,72647400,56.515488
"2013-06-06",63.638573,63.857143,62.007141,62.637142,104233500,55.671135
"2013-06-07",62.357143,63.32,61.824287,63.115715,101133900,56.096489
"2013-06-10",63.532856,64.154289,62.400002,62.69857,112538300,55.725742
"2013-06-11",62.248573,63.251427,61.902859,62.514286,71528100,55.561951
"2013-06-12",62.785713,63.035713,61.642857,61.741428,66306800,54.875038
"2013-06-13",61.785713,62.44857,61.25,62.279999,71458100,55.353714
"2013-06-14",62.200001,62.327145,61.214287,61.435715,67966500,54.603321
"2013-06-17",61.634285,62.242859,61.48,61.714287,64853600,54.850918
"2013-06-18",61.651428,62.128571,61.458572,61.681427,48756400,54.821705
"2013-06-19",61.628571,61.665714,60.42857,60.42857,77735000,53.708191
"2013-06-20",59.900002,60.854286,59.310001,59.548573,89327700,52.926052
"2013-06-21",59.784286,60,58.299999,59.07143,120279600,52.501984
"2013-06-24",58.200001,58.380001,56.864285,57.505714,120186500,51.11039
"2013-06-25",57.957142,58.255714,56.975716,57.51857,78540700,51.121815
"2013-06-26",57.700001,57.827145,56.522858,56.867142,91931000,50.542839
"2013-06-27",57.035713,57.341427,56.220001,56.254284,84311500,49.998131
"2013-06-28",55.908573,57.181427,55.552856,56.647144,144629100,50.347298
"2013-07-01",57.527142,58.895714,57.317142,58.459999,97763400,51.958546
"2013-07-02",58.565716,60.232857,58.495716,59.784286,117466300,53.135551
"2013-07-03",60.122856,60.425713,59.635715,60.114285,60232200,53.428848
"2013-07-05",60.055714,60.470001,59.335712,59.631428,68506200,52.999695
"2013-07-08",60.015713,60.142857,58.664288,59.292858,74534600,52.698784
"2013-07-09",59.085712,60.5,58.625713,60.335712,88146100,53.625652
"2013-07-10",59.942856,60.685715,59.75,60.104286,70351400,53.419975
"2013-07-11",60.421429,61.17857,60.167141,61.041428,81573100,54.252888
"2013-07-12",61.092857,61.398571,60.487144,60.93,69890800,54.153854
"2013-07-15",60.715714,61.637142,60.685715,61.062859,60479300,54.271938
"2013-07-16",60.931427,61.529999,60.595715,61.457142,54134500,54.622364
"2013-07-17",61.385715,61.745716,61.174286,61.472858,49747600,54.636337
"2013-07-18",61.91143,62.124287,61.515713,61.68,54719700,54.820435
"2013-07-19",61.871429,61.997143,60.621429,60.707142,67180400,53.95578
"2013-07-22",61.351429,61.392857,60.781429,60.901428,51949100,54.128464
"2013-07-23",60.857143,60.994286,59.815716,59.855713,92348900,53.199036
"2013-07-24",62.704285,63.512856,62.18,62.93,147984200,55.931431
"2013-07-25",62.957142,63.057144,62.258572,62.642857,57373400,55.676224
"2013-07-26",62.185715,63.005714,62.048573,62.998573,50038100,55.992386
"2013-07-29",62.971428,64.284286,62.885715,63.970001,62014400,56.85577
"2013-07-30",64.279999,65.307144,64.175713,64.760002,77355600,57.557915
"2013-07-31",64.998573,65.334282,64.204285,64.647141,80739400,57.4576
"2013-08-01",65.10714,65.257141,64.751427,65.239998,51562700,57.984528
"2013-08-02",65.43,66.121429,65.237144,66.077141,68695900,58.728561
"2013-08-05",66.384285,67.238571,66.021431,67.064285,79713900,59.605927
"2013-08-06",66.860001,67.412857,66.024284,66.464287,83714400,59.07267
"2013-08-07",66.257141,66.714287,65.96714,66.425713,74714500,59.038376
"2013-08-08",66.265717,66.300003,65.421425,65.858574,63944300,58.920799
"2013-08-09",65.519997,65.779999,64.807144,64.921425,66716300,58.082375
"2013-08-12",65.265717,66.949997,65.232857,66.765717,91108500,59.732368
"2013-08-13",67.277145,70.665718,66.864288,69.938568,220485300,62.570992
"2013-08-14",71.125717,72.035713,70.485718,71.214287,189093100,63.712326
"2013-08-15",70.917145,71.771431,69.868568,71.129997,122573500,63.636925
"2013-08-16",71.449997,71.848572,71.265717,71.761429,90576500,64.201828
"2013-08-19",72.048569,73.391426,72,72.534286,127629600,64.893272
"2013-08-20",72.815712,72.938568,71.545715,71.581429,89672100,64.04081
"2013-08-21",71.941429,72.449997,71.599998,71.765717,83969900,64.20565
"2013-08-22",72.139999,72.227142,71.171425,71.851425,61051900,64.282341
"2013-08-23",71.895714,71.907143,71.335716,71.574287,55682900,64.034378
"2013-08-26",71.535713,72.885712,71.5,71.852859,82741400,64.283607
"2013-08-27",71.14286,71.78714,69.471428,69.798569,106047200,62.445732
"2013-08-28",69.428574,70.828575,69.428574,70.128571,76902000,62.740967
"2013-08-29",70.235718,70.928574,70.16143,70.242859,59914400,62.843216
"2013-08-30",70.285713,70.421425,69.5,69.602859,68074300,62.270653
"2013-09-03",70.442856,71.514282,69.621429,69.797142,82982200,62.444466
"2013-09-04",71.365715,71.748573,70.897141,71.241432,86258200,63.736599
"2013-09-05",71.464287,71.525711,70.519997,70.752853,59091900,63.299492
"2013-09-06",71.205711,71.339996,69.992859,71.174286,89881400,63.676525
"2013-09-09",72.14286,72.559998,71.925713,72.309998,85171800,64.692596
"2013-09-10",72.314285,72.492859,69.928574,70.662857,185798900,63.218979
"2013-09-11",66.715714,67.669998,66.401428,66.815712,224674100,59.777115
"2013-09-12",66.928574,67.914284,66.572861,67.527145,101012800,60.413586
"2013-09-13",67.048569,67.404289,66.385712,66.414284,74708900,59.417957
"2013-09-16",65.85714,65.944283,63.888573,64.302856,135926700,57.528954
"2013-09-17",63.994286,65.672859,63.92857,65.045715,99845200,58.193565
"2013-09-18",66.168571,66.621429,65.808571,66.382858,114215500,59.389862
"2013-09-19",67.242859,67.975716,67.035713,67.471428,101135300,60.363731
"2013-09-20",68.285713,68.364288,66.571426,66.772858,174825700,59.73877
"2013-09-23",70.871429,70.987144,68.942856,70.091431,190526700,62.707752
"2013-09-24",70.697144,70.781425,69.688568,69.871429,91086100,62.510921
"2013-09-25",69.885712,69.94857,68.775711,68.790001,79239300,61.543415
"2013-09-26",69.428574,69.794289,69.128571,69.459999,59305400,62.142822
"2013-09-27",69.111427,69.238571,68.674286,68.964287,57010100,61.699341
